v8-version,7,9,218,0,0
shared-library,/home/yankun/workspace/rust/deno/target/debug/deno,0x563e7043c000,0x563e74820000,0
shared-library,/lib/x86_64-linux-gnu/libm-2.27.so,0x7f48107b6000,0x7f4810953000,0
shared-library,/lib/x86_64-linux-gnu/libc-2.27.so,0x7f4810b54000,0x7f4810d3b000,0
shared-library,/lib/x86_64-linux-gnu/libgcc_s.so.1,0x7f4810f45000,0x7f4810f5c000,0
shared-library,/lib/x86_64-linux-gnu/libpthread-2.27.so,0x7f481115d000,0x7f4811177000,0
shared-library,/lib/x86_64-linux-gnu/librt.so,0x7f481137c000,0x7f4811383000,0
shared-library,/lib/x86_64-linux-gnu/libdl-2.27.so,0x7f4811584000,0x7f4811587000,0
shared-library,/lib/x86_64-linux-gnu/ld-2.27.so,0x7f4811788000,0x7f48117af000,0
shared-library,[vdso],0x7fff303b9000,0x7fff303bb000,0
shared-library,[vsyscall],0xffffffffff600000,0xffffffffff601000,0
profiler,begin,1000
tick,0x7f4810c63d19,553,0,0x0,6
tick,0x563e71cfcb49,1608,0,0x0,6
tick,0x563e71c934f9,2686,0,0x0,6
code-source-info,0x78e87f444ae,14,0,5358,C54O0C57O0C78O0C81O5358C85O347C90O347C95O347C97O529C127O501C182O869C187O5358,,
timer-event-end,V8.CompileMicroSeconds,56977
timer-event-end,V8.CompileCode,56980
timer-event-end,V8.CompileScriptMicroSeconds,56986
timer-event-start,V8.CompileScriptMicroSeconds,57344
timer-event-start,V8.CompileCode,57372
timer-event-start,V8.CompileMicroSeconds,57525
code-creation,Script,12,57701,0x78e87f4619e,2520, file:///home/yankun/workspace/rust/deno/std/http/http_status.ts:1:1,0x78e87f45718,~
script-source,15,file:///home/yankun/workspace/rust/deno/std/http/http_status.ts,// Copyright 2018-2019 the Deno authors. All rights reserved. MIT license.\nexport var Status;\n(function (Status) {\n    Status[Status["Continue"] = 100] = "Continue";\n    Status[Status["SwitchingProtocols"] = 101] = "SwitchingProtocols";\n    Status[Status["Processing"] = 102] = "Processing";\n    Status[Status["OK"] = 200] = "OK";\n    Status[Status["Created"] = 201] = "Created";\n    Status[Status["Accepted"] = 202] = "Accepted";\n    Status[Status["NonAuthoritativeInfo"] = 203] = "NonAuthoritativeInfo";\n    Status[Status["NoContent"] = 204] = "NoContent";\n    Status[Status["ResetContent"] = 205] = "ResetContent";\n    Status[Status["PartialContent"] = 206] = "PartialContent";\n    Status[Status["MultiStatus"] = 207] = "MultiStatus";\n    Status[Status["AlreadyReported"] = 208] = "AlreadyReported";\n    Status[Status["IMUsed"] = 226] = "IMUsed";\n    Status[Status["MultipleChoices"] = 300] = "MultipleChoices";\n    Status[Status["MovedPermanently"] = 301] = "MovedPermanently";\n    Status[Status["Found"] = 302] = "Found";\n    Status[Status["SeeOther"] = 303] = "SeeOther";\n    Status[Status["NotModified"] = 304] = "NotModified";\n    Status[Status["UseProxy"] = 305] = "UseProxy";\n    // _                       = 306\x2C // RFC 7231\x2C 6.4.6 (Unused)\n    Status[Status["TemporaryRedirect"] = 307] = "TemporaryRedirect";\n    Status[Status["PermanentRedirect"] = 308] = "PermanentRedirect";\n    Status[Status["BadRequest"] = 400] = "BadRequest";\n    Status[Status["Unauthorized"] = 401] = "Unauthorized";\n    Status[Status["PaymentRequired"] = 402] = "PaymentRequired";\n    Status[Status["Forbidden"] = 403] = "Forbidden";\n    Status[Status["NotFound"] = 404] = "NotFound";\n    Status[Status["MethodNotAllowed"] = 405] = "MethodNotAllowed";\n    Status[Status["NotAcceptable"] = 406] = "NotAcceptable";\n    Status[Status["ProxyAuthRequired"] = 407] = "ProxyAuthRequired";\n    Status[Status["RequestTimeout"] = 408] = "RequestTimeout";\n    Status[Status["Conflict"] = 409] = "Conflict";\n    Status[Status["Gone"] = 410] = "Gone";\n    Status[Status["LengthRequired"] = 411] = "LengthRequired";\n    Status[Status["PreconditionFailed"] = 412] = "PreconditionFailed";\n    Status[Status["RequestEntityTooLarge"] = 413] = "RequestEntityTooLarge";\n    Status[Status["RequestURITooLong"] = 414] = "RequestURITooLong";\n    Status[Status["UnsupportedMediaType"] = 415] = "UnsupportedMediaType";\n    Status[Status["RequestedRangeNotSatisfiable"] = 416] = "RequestedRangeNotSatisfiable";\n    Status[Status["ExpectationFailed"] = 417] = "ExpectationFailed";\n    Status[Status["Teapot"] = 418] = "Teapot";\n    Status[Status["MisdirectedRequest"] = 421] = "MisdirectedRequest";\n    Status[Status["UnprocessableEntity"] = 422] = "UnprocessableEntity";\n    Status[Status["Locked"] = 423] = "Locked";\n    Status[Status["FailedDependency"] = 424] = "FailedDependency";\n    Status[Status["UpgradeRequired"] = 426] = "UpgradeRequired";\n    Status[Status["PreconditionRequired"] = 428] = "PreconditionRequired";\n    Status[Status["TooManyRequests"] = 429] = "TooManyRequests";\n    Status[Status["RequestHeaderFieldsTooLarge"] = 431] = "RequestHeaderFieldsTooLarge";\n    Status[Status["UnavailableForLegalReasons"] = 451] = "UnavailableForLegalReasons";\n    Status[Status["InternalServerError"] = 500] = "InternalServerError";\n    Status[Status["NotImplemented"] = 501] = "NotImplemented";\n    Status[Status["BadGateway"] = 502] = "BadGateway";\n    Status[Status["ServiceUnavailable"] = 503] = "ServiceUnavailable";\n    Status[Status["GatewayTimeout"] = 504] = "GatewayTimeout";\n    Status[Status["HTTPVersionNotSupported"] = 505] = "HTTPVersionNotSupported";\n    Status[Status["VariantAlsoNegotiates"] = 506] = "VariantAlsoNegotiates";\n    Status[Status["InsufficientStorage"] = 507] = "InsufficientStorage";\n    Status[Status["LoopDetected"] = 508] = "LoopDetected";\n    Status[Status["NotExtended"] = 510] = "NotExtended";\n    Status[Status["NetworkAuthenticationRequired"] = 511] = "NetworkAuthenticationRequired"; // RFC 6585\x2C 6\n})(Status || (Status = {}));\nexport const STATUS_TEXT = new Map([\n    [Status.Continue\x2C "Continue"]\x2C\n    [Status.SwitchingProtocols\x2C "Switching Protocols"]\x2C\n    [Status.Processing\x2C "Processing"]\x2C\n    [Status.OK\x2C "OK"]\x2C\n    [Status.Created\x2C "Created"]\x2C\n    [Status.Accepted\x2C "Accepted"]\x2C\n    [Status.NonAuthoritativeInfo\x2C "Non-Authoritative Information"]\x2C\n    [Status.NoContent\x2C "No Content"]\x2C\n    [Status.ResetContent\x2C "Reset Content"]\x2C\n    [Status.PartialContent\x2C "Partial Content"]\x2C\n    [Status.MultiStatus\x2C "Multi-Status"]\x2C\n    [Status.AlreadyReported\x2C "Already Reported"]\x2C\n    [Status.IMUsed\x2C "IM Used"]\x2C\n    [Status.MultipleChoices\x2C "Multiple Choices"]\x2C\n    [Status.MovedPermanently\x2C "Moved Permanently"]\x2C\n    [Status.Found\x2C "Found"]\x2C\n    [Status.SeeOther\x2C "See Other"]\x2C\n    [Status.NotModified\x2C "Not Modified"]\x2C\n    [Status.UseProxy\x2C "Use Proxy"]\x2C\n    [Status.TemporaryRedirect\x2C "Temporary Redirect"]\x2C\n    [Status.PermanentRedirect\x2C "Permanent Redirect"]\x2C\n    [Status.BadRequest\x2C "Bad Request"]\x2C\n    [Status.Unauthorized\x2C "Unauthorized"]\x2C\n    [Status.PaymentRequired\x2C "Payment Required"]\x2C\n    [Status.Forbidden\x2C "Forbidden"]\x2C\n    [Status.NotFound\x2C "Not Found"]\x2C\n    [Status.MethodNotAllowed\x2C "Method Not Allowed"]\x2C\n    [Status.NotAcceptable\x2C "Not Acceptable"]\x2C\n    [Status.ProxyAuthRequired\x2C "Proxy Authentication Required"]\x2C\n    [Status.RequestTimeout\x2C "Request Timeout"]\x2C\n    [Status.Conflict\x2C "Conflict"]\x2C\n    [Status.Gone\x2C "Gone"]\x2C\n    [Status.LengthRequired\x2C "Length Required"]\x2C\n    [Status.PreconditionFailed\x2C "Precondition Failed"]\x2C\n    [Status.RequestEntityTooLarge\x2C "Request Entity Too Large"]\x2C\n    [Status.RequestURITooLong\x2C "Request URI Too Long"]\x2C\n    [Status.UnsupportedMediaType\x2C "Unsupported Media Type"]\x2C\n    [Status.RequestedRangeNotSatisfiable\x2C "Requested Range Not Satisfiable"]\x2C\n    [Status.ExpectationFailed\x2C "Expectation Failed"]\x2C\n    [Status.Teapot\x2C "I'm a teapot"]\x2C\n    [Status.MisdirectedRequest\x2C "Misdirected Request"]\x2C\n    [Status.UnprocessableEntity\x2C "Unprocessable Entity"]\x2C\n    [Status.Locked\x2C "Locked"]\x2C\n    [Status.FailedDependency\x2C "Failed Dependency"]\x2C\n    [Status.UpgradeRequired\x2C "Upgrade Required"]\x2C\n    [Status.PreconditionRequired\x2C "Precondition Required"]\x2C\n    [Status.TooManyRequests\x2C "Too Many Requests"]\x2C\n    [Status.RequestHeaderFieldsTooLarge\x2C "Request Header Fields Too Large"]\x2C\n    [Status.UnavailableForLegalReasons\x2C "Unavailable For Legal Reasons"]\x2C\n    [Status.InternalServerError\x2C "Internal Server Error"]\x2C\n    [Status.NotImplemented\x2C "Not Implemented"]\x2C\n    [Status.BadGateway\x2C "Bad Gateway"]\x2C\n    [Status.ServiceUnavailable\x2C "Service Unavailable"]\x2C\n    [Status.GatewayTimeout\x2C "Gateway Timeout"]\x2C\n    [Status.HTTPVersionNotSupported\x2C "HTTP Version Not Supported"]\x2C\n    [Status.VariantAlsoNegotiates\x2C "Variant Also Negotiates"]\x2C\n    [Status.InsufficientStorage\x2C "Insufficient Storage"]\x2C\n    [Status.LoopDetected\x2C "Loop Detected"]\x2C\n    [Status.NotExtended\x2C "Not Extended"]\x2C\n    [Status.NetworkAuthenticationRequired\x2C "Network Authentication Required"]\n]);\n//# sourceMappingURL=http_status.js.map
code-source-info,0x78e87f4619e,15,0,7060,C34O0C37O0C58O0C61O7060C62O94C71O4011C77O4029C82O4010C88O4064C129O4079C134O4086C169O4114C174O4121C209O4170C214O4177C249O4209C254O4216C289O4232C294O4239C329O4265C334O4272C369O4300C374O4307C409O4368C414O4375C449O4406C454O4413C489O4450C494O4457C529O4498C534O4505C569O4540C574O4547C609O4590C614O4597C649O4622C654O4629C689O4672C694O4679C729O4724C734O4731C769O4753C774O4760C809O4789C814O4796C849O4831C854O4838C889O4867C894O4874C929O4921C934O4928C969O4975C974O4982C1009O5015C1014O5022C1049O5058C1054O5065C1089O5108C1094O5115C1129O5145C1134O5152C1169O5181C1174O5188C1209O5234C1214O5241C1249O5280C1254O5287C1289O5345C1294O5352C1329O5393C1334O5400C1369O5428C1374O5435C1409O5455C1414O5462C1449O5503C1454O5510C1489O5559C1494O5566C1529O5623C1534O5630C1569O5679C1574O5686C1609O5740C1614O5747C1649O5818C1654O5825C1689O5872C1694O5879C1729O5909C1734O5916C1769O5965C1774O5972C1809O6023C1814O6030C1849O6054C1854O6061C1889O6106C1894O6113C1929O6156C1934O6163C1969O6216C1974O6223C2009O6267C2014O6274C2049O6344C2054O6351C2089O6418C2094O6425C2129O6477C2134O6484C2169O6525C2174O6532C2209O6565C2214O6572C2249O6621C2254O6628C2289O6669C2294O6676C2329O6737C2334O6744C2369O6800C2374O6807C2409O6858C2414O6865C2449O6902C2454O6909C2489O6944C2494O6951C2509O4064C2514O4064C2519O7060,,
code-creation,Script,12,58300,0x78e87f46f66,957, file:///home/yankun/workspace/rust/deno/std/http/http_status.ts:3:11,0x78e87f45758,~
code-source-info,0x78e87f46f66,15,104,4009,C0O104C1O119C5O145C11O152C15O170C19O206C25O213C29O241C33O269C39O276C43O296C49O316C55O323C59O335C65O360C71O367C75O384C81O410C87O417C91O435C97O473C103O480C107O510C113O537C119O544C123O563C129O593C135O600C139O622C145O654C151O661C155O685C161O714C167O721C171O742C177O775C183O782C187O807C193O831C199O838C203O854C209O887C215O894C219O919C225O953C231O960C235O986C241O1009C247O1016C251O1031C257O1057C263O1064C267O1082C273O1111C279O1118C283O1139C289O1165C295O1172C299O1256C305O1291C311O1298C315O1325C321O1360C327O1367C331O1394C337O1422C343O1429C347O1449C353O1479C359O1486C363O1508C369O1541C375O1548C379O1573C385O1600C391O1607C395O1626C401O1652C407O1659C411O1677C417O1711C423O1718C427O1744C433O1775C439O1782C443O1805C449O1840C455O1847C459O1874C465O1906C471O1913C475O1937C481O1963C487O1970C491O1988C497O2010C503O2017C507O2031C513O2063C519O2070C523O2094C529O2130C535O2137C539O2165C545O2204C551O2211C555O2242C561O2277C567O2284C571O2311C577O2349C583O2356C587O2386C593O2432C599O2439C603O2477C609O2512C615O2519C619O2546C625O2570C631O2577C635O2593C641O2629C647O2636C651O2664C657O2701C663O2708C667O2737C673O2761C679O2768C683O2784C689O2818C695O2825C699O2851C705O2884C711O2891C715O2916C721O2954C727O2961C731O2991C737O3024C743O3031C747O3056C753O3101C759O3108C763O3145C769O3189C775O3196C779O3232C785O3269C791O3276C795O3305C801O3337C807O3344C811O3368C817O3396C823O3403C827O3423C833O3459C839O3466C843O3494C849O3526C855O3533C859O3557C865O3598C871O3605C875O3638C881O3677C887O3684C891O3715C897O3752C903O3759C907O3788C913O3818C919O3825C923O3847C929O3876C935O3883C939O3904C945O3951C951O3958C956O4008,,
timer-event-end,V8.CompileMicroSeconds,58508
timer-event-end,V8.CompileCode,58511
timer-event-end,V8.CompileScriptMicroSeconds,58519
timer-event-start,V8.CompileScriptMicroSeconds,58748
timer-event-start,V8.CompileCode,58781
timer-event-start,V8.CompileMicroSeconds,59020
code-creation,Script,12,59103,0x78e87f488ae,223, file:///home/yankun/workspace/rust/deno/std/testing/asserts.ts:1:1,0x78e87f48108,~
script-source,16,file:///home/yankun/workspace/rust/deno/std/testing/asserts.ts,// Copyright 2018-2019 the Deno authors. All rights reserved. MIT license.\nimport { red\x2C green\x2C white\x2C gray\x2C bold } from "../fmt/colors.ts";\nimport diff\x2C { DiffType } from "./diff.ts";\nimport { format } from "./format.ts";\nconst CAN_NOT_DISPLAY = "[Cannot display]";\nexport class AssertionError extends Error {\n    constructor(message) {\n        super(message);\n        this.name = "AssertionError";\n    }\n}\nfunction createStr(v) {\n    try {\n        return format(v);\n    }\n    catch (e) {\n        return red(CAN_NOT_DISPLAY);\n    }\n}\nfunction createColor(diffType) {\n    switch (diffType) {\n        case DiffType.added:\n            return (s) => green(bold(s));\n        case DiffType.removed:\n            return (s) => red(bold(s));\n        default:\n            return white;\n    }\n}\nfunction createSign(diffType) {\n    switch (diffType) {\n        case DiffType.added:\n            return "+   ";\n        case DiffType.removed:\n            return "-   ";\n        default:\n            return "    ";\n    }\n}\nfunction buildMessage(diffResult) {\n    const messages = [];\n    messages.push("");\n    messages.push("");\n    messages.push(`    ${gray(bold("[Diff]"))} ${red(bold("Left"))} / ${green(bold("Right"))}`);\n    messages.push("");\n    messages.push("");\n    diffResult.forEach((result) => {\n        const c = createColor(result.type);\n        messages.push(c(`${createSign(result.type)}${result.value}`));\n    });\n    messages.push("");\n    return messages;\n}\nexport function equal(c\x2C d) {\n    const seen = new Map();\n    return (function compare(a\x2C b) {\n        if (a && a instanceof Set && b && b instanceof Set) {\n            if (a.size !== b.size) {\n                return false;\n            }\n            for (const item of b) {\n                if (!a.has(item)) {\n                    return false;\n                }\n            }\n            return true;\n        }\n        // Have to render RegExp & Date for string comparison\n        // unless it's mistreated as object\n        if (a &&\n            b &&\n            ((a instanceof RegExp && b instanceof RegExp) ||\n                (a instanceof Date && b instanceof Date))) {\n            return String(a) === String(b);\n        }\n        if (Object.is(a\x2C b)) {\n            return true;\n        }\n        if (a && typeof a === "object" && b && typeof b === "object") {\n            if (seen.get(a) === b) {\n                return true;\n            }\n            if (Object.keys(a || {}).length !== Object.keys(b || {}).length) {\n                return false;\n            }\n            const merged = { ...a\x2C ...b };\n            for (const key in merged) {\n                if (!compare(a && a[key]\x2C b && b[key])) {\n                    return false;\n                }\n            }\n            seen.set(a\x2C b);\n            return true;\n        }\n        return false;\n    })(c\x2C d);\n}\n/** Make an assertion\x2C if not `true`\x2C then throw. */\nexport function assert(expr\x2C msg = "") {\n    if (!expr) {\n        throw new AssertionError(msg);\n    }\n}\n/**\n * Make an assertion that `actual` and `expected` are equal\x2C deeply. If not\n * deeply equal\x2C then throw.\n */\nexport function assertEquals(actual\x2C expected\x2C msg) {\n    if (equal(actual\x2C expected)) {\n        return;\n    }\n    let message = "";\n    const actualString = createStr(actual);\n    const expectedString = createStr(expected);\n    try {\n        const diffResult = diff(actualString.split("\\n")\x2C expectedString.split("\\n"));\n        message = buildMessage(diffResult).join("\\n");\n    }\n    catch (e) {\n        message = `\\n${red(CAN_NOT_DISPLAY)} + \\n\\n`;\n    }\n    if (msg) {\n        message = msg;\n    }\n    throw new AssertionError(message);\n}\n/**\n * Make an assertion that `actual` and `expected` are not equal\x2C deeply.\n * If not then throw.\n */\nexport function assertNotEquals(actual\x2C expected\x2C msg) {\n    if (!equal(actual\x2C expected)) {\n        return;\n    }\n    let actualString;\n    let expectedString;\n    try {\n        actualString = String(actual);\n    }\n    catch (e) {\n        actualString = "[Cannot display]";\n    }\n    try {\n        expectedString = String(expected);\n    }\n    catch (e) {\n        expectedString = "[Cannot display]";\n    }\n    if (!msg) {\n        msg = `actual: ${actualString} expected: ${expectedString}`;\n    }\n    throw new AssertionError(msg);\n}\n/**\n * Make an assertion that `actual` and `expected` are strictly equal.  If\n * not then throw.\n */\nexport function assertStrictEq(actual\x2C expected\x2C msg) {\n    if (actual !== expected) {\n        let actualString;\n        let expectedString;\n        try {\n            actualString = String(actual);\n        }\n        catch (e) {\n            actualString = "[Cannot display]";\n        }\n        try {\n            expectedString = String(expected);\n        }\n        catch (e) {\n            expectedString = "[Cannot display]";\n        }\n        if (!msg) {\n            msg = `actual: ${actualString} expected: ${expectedString}`;\n        }\n        throw new AssertionError(msg);\n    }\n}\n/**\n * Make an assertion that actual contains expected. If not\n * then thrown.\n */\nexport function assertStrContains(actual\x2C expected\x2C msg) {\n    if (!actual.includes(expected)) {\n        if (!msg) {\n            msg = `actual: "${actual}" expected to contains: "${expected}"`;\n        }\n        throw new AssertionError(msg);\n    }\n}\n/**\n * Make an assertion that `actual` contains the `expected` values\n * If not then thrown.\n */\nexport function assertArrayContains(actual\x2C expected\x2C msg) {\n    const missing = [];\n    for (let i = 0; i < expected.length; i++) {\n        let found = false;\n        for (let j = 0; j < actual.length; j++) {\n            if (equal(expected[i]\x2C actual[j])) {\n                found = true;\n                break;\n            }\n        }\n        if (!found) {\n            missing.push(expected[i]);\n        }\n    }\n    if (missing.length === 0) {\n        return;\n    }\n    if (!msg) {\n        msg = `actual: "${actual}" expected to contains: "${expected}"`;\n        msg += "\\n";\n        msg += `missing: ${missing}`;\n    }\n    throw new AssertionError(msg);\n}\n/**\n * Make an assertion that `actual` match RegExp `expected`. If not\n * then thrown\n */\nexport function assertMatch(actual\x2C expected\x2C msg) {\n    if (!expected.test(actual)) {\n        if (!msg) {\n            msg = `actual: "${actual}" expected to match: "${expected}"`;\n        }\n        throw new AssertionError(msg);\n    }\n}\n/**\n * Forcefully throws a failed assertion\n */\nexport function fail(msg) {\n    // eslint-disable-next-line @typescript-eslint/no-use-before-define\n    assert(false\x2C `Failed assertion${msg ? `: ${msg}` : "."}`);\n}\n/** Executes a function\x2C expecting it to throw.  If it does not\x2C then it\n * throws.  An error class and a string that should be included in the\n * error message can also be asserted.\n */\nexport function assertThrows(fn\x2C ErrorClass\x2C msgIncludes = ""\x2C msg) {\n    let doesThrow = false;\n    try {\n        fn();\n    }\n    catch (e) {\n        if (ErrorClass && !(Object.getPrototypeOf(e) === ErrorClass.prototype)) {\n            msg = `Expected error to be instance of "${ErrorClass.name}"${msg ? `: ${msg}` : "."}`;\n            throw new AssertionError(msg);\n        }\n        if (msgIncludes && !e.message.includes(msgIncludes)) {\n            msg = `Expected error message to include "${msgIncludes}"\x2C but got "${e.message}"${msg ? `: ${msg}` : "."}`;\n            throw new AssertionError(msg);\n        }\n        doesThrow = true;\n    }\n    if (!doesThrow) {\n        msg = `Expected function to throw${msg ? `: ${msg}` : "."}`;\n        throw new AssertionError(msg);\n    }\n}\nexport async function assertThrowsAsync(fn\x2C ErrorClass\x2C msgIncludes = ""\x2C msg) {\n    let doesThrow = false;\n    try {\n        await fn();\n    }\n    catch (e) {\n        if (ErrorClass && !(Object.getPrototypeOf(e) === ErrorClass.prototype)) {\n            msg = `Expected error to be instance of "${ErrorClass.name}"${msg ? `: ${msg}` : "."}`;\n            throw new AssertionError(msg);\n        }\n        if (msgIncludes && !e.message.includes(msgIncludes)) {\n            msg = `Expected error message to include "${msgIncludes}"\x2C but got "${e.message}"${msg ? `: ${msg}` : "."}`;\n            throw new AssertionError(msg);\n        }\n        doesThrow = true;\n    }\n    if (!doesThrow) {\n        msg = `Expected function to throw${msg ? `: ${msg}` : "."}`;\n        throw new AssertionError(msg);\n    }\n}\n/** Use this to stub out methods that will throw when invoked. */\nexport function unimplemented(msg) {\n    throw new AssertionError(msg || "unimplemented");\n}\n/** Use this to assert unreachable code. */\nexport function unreachable() {\n    throw new AssertionError("unreachable");\n}\n//# sourceMappingURL=asserts.js.map
code-source-info,0x78e87f488ae,16,0,8700,C152O0C155O0C176O0C179O8700C183O247C185O247C187O303C217O274C222O8700,,
timer-event-end,V8.CompileMicroSeconds,59597
timer-event-end,V8.CompileCode,59600
timer-event-end,V8.CompileScriptMicroSeconds,59605
timer-event-start,V8.CompileScriptMicroSeconds,60151
timer-event-start,V8.CompileCode,60173
timer-event-start,V8.CompileMicroSeconds,60249
code-creation,Script,12,60300,0x78e87f490ce,154, file:///home/yankun/workspace/rust/deno/std/util/async.ts:1:1,0x78e87f48ce8,~
script-source,17,file:///home/yankun/workspace/rust/deno/std/util/async.ts,// Copyright 2018-2019 the Deno authors. All rights reserved. MIT license.\n/** Creates a Promise with the `reject` and `resolve` functions\n * placed as methods on the promise object itself. It allows you to do:\n *\n *     const p = deferred<number>();\n *     // ...\n *     p.resolve(42);\n */\nexport function deferred() {\n    let methods;\n    const promise = new Promise((resolve\x2C reject) => {\n        methods = { resolve\x2C reject };\n    });\n    return Object.assign(promise\x2C methods);\n}\n/** The MuxAsyncIterator class multiplexes multiple async iterators into a\n * single stream. It currently makes a few assumptions:\n * - The iterators do not throw.\n * - The final result (the value returned and not yielded from the iterator)\n *   does not matter; if there is any\x2C it is discarded.\n */\nexport class MuxAsyncIterator {\n    constructor() {\n        this.iteratorCount = 0;\n        this.yields = [];\n        this.signal = deferred();\n    }\n    add(iterator) {\n        ++this.iteratorCount;\n        this.callIteratorNext(iterator);\n    }\n    async callIteratorNext(iterator) {\n        const { value\x2C done } = await iterator.next();\n        if (done) {\n            --this.iteratorCount;\n        }\n        else {\n            this.yields.push({ iterator\x2C value });\n        }\n        this.signal.resolve();\n    }\n    async *iterate() {\n        while (this.iteratorCount > 0) {\n            // Sleep until any of the wrapped iterators yields.\n            await this.signal;\n            // Note that while we're looping over `yields`\x2C new items may be added.\n            for (let i = 0; i < this.yields.length; i++) {\n                const { iterator\x2C value } = this.yields[i];\n                yield value;\n                this.callIteratorNext(iterator);\n            }\n            // Clear the `yields` list and reset the `signal` promise.\n            this.yields.length = 0;\n            this.signal = deferred();\n        }\n    }\n    [Symbol.asyncIterator]() {\n        return this.iterate();\n    }\n}\n/** Collects all Uint8Arrays from an AsyncIterable and retuns a single\n * Uint8Array with the concatenated contents of all the collected arrays.\n */\nexport async function collectUint8Arrays(it) {\n    const chunks = [];\n    let length = 0;\n    for await (const chunk of it) {\n        chunks.push(chunk);\n        length += chunk.length;\n    }\n    if (chunks.length === 1) {\n        // No need to copy.\n        return chunks[0];\n    }\n    const collected = new Uint8Array(length);\n    let offset = 0;\n    for (const chunk of chunks) {\n        collected.set(chunk\x2C offset);\n        offset += chunk.length;\n    }\n    return collected;\n}\n// Delays the given milliseconds and resolves.\nexport function delay(ms) {\n    return new Promise((res) => setTimeout(() => {\n        res();\n    }\x2C ms));\n}\n//# sourceMappingURL=async.js.map
code-source-info,0x78e87f490ce,17,0,2810,C55O0C58O0C79O0C82O2810C117O1931C122O1931C148O793C153O2810,,
timer-event-end,V8.CompileMicroSeconds,60475
timer-event-end,V8.CompileCode,60478
timer-event-end,V8.CompileScriptMicroSeconds,60484
timer-event-start,V8.CompileScriptMicroSeconds,60696
timer-event-start,V8.CompileCode,60711
timer-event-start,V8.CompileMicroSeconds,60762
code-creation,Script,12,60804,0x78e87f497f6,135, file:///home/yankun/workspace/rust/deno/std/io/util.ts:1:1,0x78e87f495a0,~
script-source,18,file:///home/yankun/workspace/rust/deno/std/io/util.ts,// Copyright 2018-2019 the Deno authors. All rights reserved. MIT license.\nconst { Buffer\x2C mkdir\x2C open } = Deno;\nimport { encode } from "../strings/mod.ts";\nimport * as path from "../fs/path.ts";\n// `off` is the offset into `dst` where it will at which to begin writing values\n// from `src`.\n// Returns the number of bytes copied.\nexport function copyBytes(dst\x2C src\x2C off = 0) {\n    off = Math.max(0\x2C Math.min(off\x2C dst.byteLength));\n    const r = dst.byteLength - off;\n    if (src.byteLength > r) {\n        src = src.subarray(0\x2C r);\n    }\n    dst.set(src\x2C off);\n    return src.byteLength;\n}\nexport function charCode(s) {\n    return s.charCodeAt(0);\n}\nexport function stringsReader(s) {\n    return new Buffer(encode(s).buffer);\n}\n/** Create or open a temporal file at specified directory with prefix and\n *  postfix\n * */\nexport async function tempFile(dir\x2C opts = { prefix: ""\x2C postfix: "" }) {\n    const r = Math.floor(Math.random() * 1000000);\n    const filepath = path.resolve(`${dir}/${opts.prefix || ""}${r}${opts.postfix || ""}`);\n    await mkdir(path.dirname(filepath)\x2C true);\n    const file = await open(filepath\x2C "a");\n    return { file\x2C filepath };\n}\n//# sourceMappingURL=util.js.map
code-source-info,0x78e87f497f6,18,0,1192,C78O0C81O0C102O0C105O1192C109O107C114O83C120O91C126O98C134O1192,,
timer-event-end,V8.CompileMicroSeconds,60901
timer-event-end,V8.CompileCode,60905
timer-event-end,V8.CompileScriptMicroSeconds,60910
timer-event-start,V8.CompileScriptMicroSeconds,61343
timer-event-start,V8.CompileCode,61362
timer-event-start,V8.CompileMicroSeconds,61471
code-creation,Script,12,61545,0x78e87f4ab2e,287, file:///home/yankun/workspace/rust/deno/std/fmt/colors.ts:1:1,0x78e87f49f88,~
